std_smiles,y_value
O=C(NCC(F)F)[C@H](Nc1cc2c(cc1Br)CNC2)c1cc(Cl)cc(C2CC2)c1,2.52244423350632
NC(=O)[C@H]1CCCN(C(=O)Cc2cccc3occc23)C1,2.575187844927661
Cc1cc(CC(=O)N2CCC[C@H](C(N)=O)C2)ccn1,2.574031267727719
O=C(NCC(F)F)[C@H](Nc1cnc2c(c1)CNC2)c1cc(Cl)cc(C2CC2)c1,2.558708570533166
O=C(NCC(F)F)[C@H](Nc1ccc2c(c1)CNC2)c1cc(Cl)cc2ccoc12,2.271841606536499
CC(C)NC(=O)[C@H](Nc1ccc2c(c1)CNC2)c1cc(Cl)cc2[nH]c(-c3ccccc3)nc12,2.127104798364808
CN(c1ccc2c(c1)CNC2)[C@H](C(=O)NCC(F)F)c1cc(Cl)cc(C2CC2)c1,2.2355284469075487
COCc1cc(Cl)cc([C@H](Nc2ccc3c(c2)CNC3)C(=O)NCC(F)F)c1,2.2833012287035497
COc1cc(C#N)cc([C@H](Nc2ccc3c(c2)CNC3)C(=O)NCC(F)F)c1,2.5809249756756194
N#Cc1cccc(-c2nc3c(C(=O)Nc4ccc5c(c4)CNC5)cc(F)cc3[nH]2)c1,0.4771212547196624
O=C(Nc1ccc2c(c1)CNC2)c1cc(F)cc2[nH]c(-c3ccc(F)cc3)nc12,0.7781512503836436
O=C(Nc1cc2c(c(-c3c[nH]c(=O)c(F)c3)c1)CNC2)c1cc(F)cc2[nH]ncc12,1.8195439355418688
N#Cc1cc2c(cc1NC(=O)c1cc(F)cc3[nH]ncc13)CNC2,2.285557309007774
O=C(Nc1cc2c(c(C3=CCOCC3)c1)CNC2)c1cc(F)cc2[nH]ncc12,2.1958996524092336
CO[C@H]1C[C@H](n2ncc3c(C(=O)Nc4ccc5c(c4)CNC5)cc(Cl)cc32)C1,2.531478917042255
O=C(Nc1cc2c(c(C3=CCS(=O)(=O)CC3)c1)CNC2)c1cc(F)cc2[nH]ncc12,2.14921911265538
COc1cc(-c2cc(NC(=O)c3cc(F)cc4[nH]ncc34)cc3c2CNC3)ccn1,2.255272505103306
