std_smiles,y_value
CN(c1ccc2c(c1)CNC2)[C@H](C(=O)NCC(F)F)c1cc(Cl)cc(C2CC2)c1,1.2329961103921538
N#Cc1cc2c(cc1NC(=O)c1cc(F)cc3[nH]ncc13)CNC2,1.2227164711475833
O=C(Nc1ccc2c(c1)CNC2)c1cc(F)cc(-c2cn[nH]c2)c1,1.5599066250361124
COCCNC(=O)[C@H](Nc1ccc2c(c1)CNC2)c1cc(Cl)cc(C2CC2)c1,1.294466226161593
O=C(Nc1cc(Br)c2c(c1)CNC2)c1cc(F)cc2[nH]ncc12,1.1335389083702174
CC(C)NC(=O)[C@H](Nc1ccc2c(c1)CNC2)c1cc(Cl)cc2[nH]c(-c3ccccc3)nc12,1.3654879848908996
O=C(Nc1cc2c(cc1Br)CNC2)c1cc(F)cc2[nH]ncc12,1.0569048513364727
O=C(Nc1ccc2c(c1)CNC2)c1cccc2[nH]c(C(F)(F)F)cc12,1.14921911265538
Cc1c(C(=O)Nc2cc([C@H]3CCOC3)ccn2)cc(C2CC2)n1C,1.7611758131557314
O=C(Nc1ccc2c(c1)CNC2)c1cc(Br)cc2[nH]c(-c3ccccc3)nc12,1.1072099696478683
N#C[C@H](Nc1ccc2c(c1)CNC2)c1cc(Cl)cc2[nH]ncc12,1.0128372247051722
O=C(Nc1cc(Cl)cc([C@H]2CN(Cc3ccccc3)C[C@@H]2c2cccc(-c3nn[nH]n3)c2)c1)OCc1ccccc1,1.665580991017953
C=CC[C@H](Nc1ccc(-c2nn[nH]n2)cc1)c1cc(Cl)cc(NC(=O)OCc2ccccc2)c1,1.0043213737826426
CCn1c(C)nnc1Sc1cc(C)nc2ncnn12,1.2174839442139065
Cc1cc(Sc2nnc(C)o2)n2ncnc2n1,2.2600713879850747
COc1ccc(-c2nnc(Sc3cc(C)nc4ncnn34)o2)cc1,2.14921911265538
C=CC[C@H](Nc1cccc(-c2nn[nH]n2)c1)c1cc(Cl)cc(NC(=O)OCc2ccccc2)c1,1.816241299991783
c1ccc(-c2cc(Sc3nnc(N4CCOCC4)s3)n3ncnc3n2)cc1,2.462397997898956
N#C[C@H](Nc1cccc(-c2nn[nH]n2)c1)c1cc(Cl)cc(NC(=O)OCc2ccccc2)c1,1.1335389083702174
N#C[C@H](Nc1cccc(C(=O)O)c1)c1cc(Cl)cc2[nH]ncc12,1.0791812460476249
CNC(=O)[C@H](Nc1cc(Cl)cc(NC(=O)OCc2ccccc2)c1)c1cccc(-c2nn[nH]n2)c1,1.3283796034387378
CCn1c(C)nnc1Sc1cc(-c2ccccc2)nc2ncnn12,1.545307116465824
Clc1ccc(-c2cnc(Sc3cc(-c4ccccc4)nc4nncn34)o2)cc1,1.4014005407815442
O=C(Nc1cc(Cl)cc(C(=O)Nc2cccc(-n3nn[nH]c3=O)c2)c1)OCc1ccccc1,1.0492180226701815
O=C(N[C@H]1[C@H]2CCCCC[C@H]2[C@H]1C(=O)Nc1cccc(C2CCNCC2)c1)OCc1ccccc1,1.4955443375464486
CC[C@H](Cc1nnn[nH]1)c1ccc(NC(=O)c2cc(Cl)cc(NC(=O)OCc3ccccc3)c2)cc1,1.3961993470957363
Cn1c(Sc2cc(-c3ccccc3)nc3ncnn23)nnc1-c1ccncc1,2.2405492482825995
c1ccc(-c2cc(Sc3ncco3)n3ncnc3n2)cc1,2.521138083704036
CC(C)COc1noc2cc(OCCCc3cc(C(=O)N(C)C)no3)ccc12,1.6138418218760693
CC(C)COc1ccc2c(OCCCc3cc(C(=O)N(C)C)no3)noc2c1,1.9781805169374136
Cc1ccc(-c2nnc(Sc3cc(-c4ccccc4)nc4ncnn34)n2C)cc1,2.376576957056512
CN(C)C(=O)c1cc(CCCOc2ccc3c(OCC4CC4)noc3c2)on1,1.550228353055094
CCOc1noc2cc(OCCCc3cc(C(=O)N(C)C)no3)ccc12,1.4941545940184429
CCOc1noc2c(C)c(OCCCc3cc(C(=O)N(C)C)no3)ccc12,1.9872192299080047
CCOc1noc2cc(OCCCc3cc(C(=O)N(C)C)no3)c(C)cc12,1.6665179805548809
C#CCCc1ccc(OCCCc2cc(C(=O)N(C)C)no2)cc1,1.7810369386211318
NCc1cccc([C@H]2C[C@@H]2c2cc(Cl)cc(NC(=O)OCc3ccccc3)c2)c1,1.0569048513364727
NCc1cccc(NC(=O)c2cc(Cl)cc(CN)c2)c1,1.3222192947339193
CN(C)C(=O)c1cc(CCCOc2cccc(F)c2)on1,1.66838591669
O=C1NC(=O)[C@H](Cc2nc3c(s2)COCC3)c2ccccc21,1.307496037913213
Cc1cc(-c2noc(C(F)(F)F)n2)ccc1COCCc1cc(C(=O)N(C)C)no1,1.5622928644564746
C#CCCCCc1ccc(OCCCc2cc(C(=O)N(C)C)no2)cc1,1.9025467793139916
CN(C)C(=O)c1cc(CCCOc2ccc(F)cc2)on1,1.6294095991027189
Cc1cc(-c2noc(C(F)(F)F)n2)ccc1OCCCc1nc(-c2ccncc2)no1,1.292256071356476
CN(C)C(=O)c1cc(CCCOc2ccc(-c3noc(C4CC4)n3)cc2)on1,1.4742162640762553
O=C(Nc1cc(Cl)cc(C(=O)Nc2ccc3c(c2)CNC3)c1)OCc1ccccc1,1.1038037209559568
O=C(O)c1cc(Cl)ccc1S(=O)(=O)NC1CCN(c2nc(C3CC3)cc(C(F)(F)F)n2)CC1,1.4199557484897578
CN(C)C(=O)c1cc(CCCn2ccc3cc(-c4noc(C(F)(F)F)n4)ccc32)on1,1.4608978427565478
CN(C)C(=O)c1cc(CCCn2ccc3nc(-c4noc(C(F)(F)F)n4)ccc32)on1,1.7101173651118162
NCCc1ccc(NC(=O)c2cc(Cl)cc(NC(=O)OCc3ccccc3)c2)cc1,1.2430380486862944
Cc1cc(OCc2ccccc2)ccc1NS(=O)(=O)c1ccc(Cl)cc1C(=O)O,1.3483048630481609
CCOc1cccc(-c2ccc(S(=O)(=O)Nc3ccc(Cl)cc3C(=O)O)cc2)c1,2.075546961392531
O=C(O)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(-c2ccccc2Cl)cc1,2.5352941200427703
O=C(O)c1cc(Cl)c(F)cc1S(=O)(=O)Nc1ccc(Oc2ccccc2Cl)cc1,1.82865989653532
NCc1cccc(NC(=O)C[C@H](NC(=O)OCc2ccccc2)c2ccc(OCc3ccccc3)c(Br)c2)c1,1.0934216851622351
CCOc1noc2cc(OCCC3CCN(c4ccc(C)nn4)CC3)ccc12,1.6201360549737576
Cc1cc(-c2noc(C(F)(F)F)n2)ccc1OCCCc1nc2ccccc2[nH]1,1.041392685158225
COc1ccc2[nH]c(CCCOc3ccc(-c4noc(C(F)(F)F)n4)cc3C)nc2n1,1.484299839346786
Cc1cc(-c2noc(C(F)(F)F)n2)ccc1OCCCc1nc(-c2cccnc2)no1,1.2201080880400552
CN(C)C(=O)c1cc(CCCOc2ccc3c(c2F)CCCC3)on1,2.220108088040055
CCOC(=O)c1ccc(OCCC2CCN(c3ccc(C)nn3)CC2)cc1,2.850033257689769
Cc1nnc(CCCOc2ccc(-c3noc(C(F)(F)F)n3)cc2C)o1,1.2201080880400552
Cc1cc(-c2noc(C(F)(F)F)n2)ccc1OCCCc1ccccn1,1.0293837776852095
CN(C)C(=O)c1cc(CCCn2ncc3cc(-c4noc(C(F)(F)F)n4)ccc32)on1,1.167317334748176
Cc1cc(-c2noc(C(F)(F)F)n2)ccc1OCCCc1cccnc1,1.173186268412274
Cc1cc(-c2noc(C(F)(F)F)n2)ccc1OCCCc1csnn1,1.4393326938302626
Cc1cc(-c2noc(C(F)(F)F)n2)ccc1OCCCc1cnco1,1.021189299069938
Cc1ccncc1CCCOc1ccc(-c2noc(C(F)(F)F)n2)cc1C,1.1172712956557642
Cc1cc(-c2noc(C(F)(F)F)n2)ccc1OCCCc1ccncc1,1.0374264979406236
Cc1cc(-c2noc(C(F)(F)F)n2)ccc1OCCCc1cc(C(=O)N(C)C)no1,1.041392685158225
Cc1nc(-c2ccc(OCCCCCN3CCN(c4ccnc(N)c4)C3=O)cc2)no1,1.515873843711679
Cc1cc(-c2noc(C(F)(F)F)n2)ccc1OCCCc1cnn(C)c1,1.2576785748691846
Cc1cc(-c2noc(C(F)(F)F)n2)ccc1OCCCc1cc(C(=O)N2CCOCC2)no1,1.2671717284030135
CCON=Cc1ccc(OCCC2CCN(c3ccc(C)nn3)CC2)cc1,1.2479732663618066
Cc1cc(-c2noc(C(F)(F)F)n2)ccc1CCOCc1cc(C(=O)N(C)C)no1,1.6848453616444123
O=C1NC(=O)[C@@H](Cc2ccc3c(c2)OCO3)c2ccccc21,1.510545010206612
CC(C)CNC(=O)c1cc(Cl)c(F)cc1NS(=O)(=O)c1ccc(Oc2ccccc2Cl)cc1,2.296665190261531
O=C(NCC(F)(F)F)c1cc(Cl)c(F)cc1NS(=O)(=O)c1ccc(Oc2ccccc2Cl)cc1,1.845098040014257
NCc1cccc(NC(=O)c2cc(OCc3ccccc3)ccc2CNC(=O)OCc2ccccc2)c1,1.3222192947339193
